REF_DATE,GEO,North American Industry Classification System (NAICS),UOM,VALUES
2012-09,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],739.98
2012-09,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],797.94
2012-09,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],808.41
2012-09,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],833.55
2012-09,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],911.61
2012-09,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],836.73
2012-09,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],927.27
2012-09,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1081.88
2012-09,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],872.55
2012-09,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1004.17
2012-09,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1327.90
2012-09,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1123.69
2012-10,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],903.25
2012-10,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],934.00
2012-10,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],732.97
2012-10,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],797.69
2012-10,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],811.80
2012-10,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],829.08
2012-10,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],912.12
2012-10,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],832.02
2012-10,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],928.45
2012-10,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1085.40
2012-10,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],872.35
2012-10,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1001.53
2012-10,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1325.28
2012-10,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1146.88
2012-11,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],904.19
2012-11,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],927.84
2012-11,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],747.14
2012-11,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],808.39
2012-11,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],807.99
2012-11,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],833.94
2012-11,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],911.53
2012-11,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],829.18
2012-11,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],926.46
2012-11,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1081.35
2012-11,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],873.22
2012-11,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1003.20
2012-11,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1328.72
2012-11,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1133.57
2012-12,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],903.65
2012-12,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],932.00
2012-12,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],741.22
2012-12,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],799.51
2012-12,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],805.51
2012-12,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],831.38
2012-12,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],912.93
2012-12,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],829.37
